ticker,fiscalDateEnding,reportedDate,revenue_forecast,eps_forecast,netIncome_forecast,report_lag_days_used
GOOG,2025-12-30,2026-01-23,111551006397.90584,2.9106562168861507,33929654122.86895,24
GOOG,2026-03-30,2026-04-23,105961359383.4845,3.283609697296867,38460471808.09146,24
GOOG,2026-06-30,2026-07-24,111643293447.40903,3.1933523748334984,38091755161.55653,24
GOOG,2026-09-30,2026-10-24,116628597374.3287,3.5549385147143213,42603992609.19963,24
GOOG,2026-12-30,2027-01-23,125977032130.22867,3.661026928169031,43465051670.20464,24
GOOG,2027-03-30,2027-04-23,120637997713.4692,3.885199673307966,47085221053.24537,24
GOOG,2027-06-30,2027-07-24,126570544375.05559,3.9148376758333248,47662429620.94987,24
GOOG,2027-09-30,2027-10-24,131806460899.63713,4.230719957736796,51898755993.954605,24
GOOG,2027-12-30,2028-01-23,141405508253.19894,4.393171996906016,53288011064.48154,24
